HITS algorithm iterate 73 times:
node	authority	hub
376	0.00003		0.00000
377	0.00000		0.00000
378	0.00073		0.00000
379	0.00000		0.00000
380	0.00000		0.00000
381	0.00000		0.00000
382	0.00150		0.01016
383	0.00004		0.00000
384	0.00060		0.00000
385	0.00035		0.00000
386	0.01337		0.01481
387	0.00491		0.00319
388	0.00000		0.00000
389	0.00041		0.00000
390	0.00035		0.00000
391	0.00036		0.00000
392	0.00000		0.00000
393	0.00000		0.00000
394	0.02929		0.00000
395	0.00073		0.00000
396	0.00000		0.00000
397	0.00092		0.01251
398	0.00000		0.00000
399	0.00000		0.00000
400	0.00047		0.00000
401	0.00004		0.00000
402	0.00004		0.00000
403	0.00042		0.00000
404	0.00004		0.00000
405	0.00000		0.00000
406	0.00052		0.00000
407	0.00000		0.00000
408	0.00000		0.00000
409	0.00004		0.00000
410	0.00502		0.00000
411	0.00000		0.00000
412	0.00007		0.00000
413	0.00038		0.00000
414	0.00003		0.00000
415	0.00480		0.00000
416	0.00036		0.00000
417	0.00014		0.00000
418	0.00004		0.00000
419	0.00014		0.00000
420	0.00044		0.00000
421	0.00026		0.00233
422	0.00001		0.00098
423	0.00003		0.00000
424	0.00159		0.00000
425	0.00000		0.00000
426	0.00004		0.00000
427	0.00003		0.00000
428	0.00000		0.00000
429	0.00042		0.00000
430	0.00007		0.00000
431	0.00004		0.00000
432	0.00061		0.00000
433	0.00000		0.00000
434	0.00042		0.00000
435	0.00000		0.00000
436	0.00083		0.00000
437	0.00074		0.00169
438	0.00083		0.00000
439	0.00183		0.00000
440	0.00060		0.00000
441	0.00034		0.01080
442	0.00001		0.00000
443	0.00000		0.00000
444	0.00000		0.00000
445	0.00000		0.00000
446	0.00003		0.00000
447	0.00095		0.00000
448	0.00151		0.00000
449	0.00055		0.01180
450	0.00000		0.00000
451	0.00038		0.00000
452	0.00053		0.00093
453	0.00038		0.00000
454	0.00073		0.00000
455	0.00003		0.00000
456	0.00000		0.00000
457	0.00000		0.00000
458	0.00000		0.00000
459	0.00177		0.01003
460	0.00032		0.00000
461	0.00003		0.00000
462	0.00313		0.01449
463	0.00169		0.00000
464	0.00000		0.00000
465	0.00000		0.00000
466	0.00000		0.00000
467	0.00092		0.00000
468	0.00448		0.00000
469	0.00000		0.00000
470	0.00000		0.00000
471	0.00000		0.00000
472	0.00000		0.00000
473	0.00173		0.00000
474	0.00001		0.00110
475	0.00000		0.00000
476	0.00004		0.00000
477	0.00069		0.00150
478	0.00014		0.00000
479	0.00229		0.00000
480	0.00001		0.00000
481	0.00000		0.00000
482	0.00007		0.00000
483	0.00250		0.00000
484	0.00072		0.00000
485	0.00000		0.00000
486	0.00106		0.00000
487	0.00004		0.00000
488	0.00003		0.00000
489	0.00004		0.00000
490	0.00000		0.00000
491	0.00045		0.00000
492	0.00089		0.00094
493	0.00004		0.00000
494	0.00447		0.00000
495	0.00045		0.00000
496	0.00050		0.00000
497	0.00029		0.00427
498	0.00000		0.00000
499	0.00037		0.01503
500	0.00066		0.00000
501	0.02537		0.01386
502	0.00000		0.00000
503	0.00000		0.00000
504	0.00000		0.00000
505	0.00037		0.00000
506	0.01920		0.01298
507	0.00000		0.00000
508	0.00052		0.00000
509	0.00003		0.00000
510	0.00043		0.00001
511	0.00019		0.00000
512	0.00000		0.00000
513	0.00000		0.00000
514	0.00003		0.00000
515	0.00039		0.00000
516	0.00043		0.00000
517	0.00066		0.00092
518	0.00000		0.00000
519	0.00000		0.00000
520	0.00000		0.00000
521	0.00985		0.00000
522	0.00004		0.00000
523	0.00072		0.00003
524	0.00003		0.00000
525	0.00000		0.00000
526	0.00003		0.00000
527	0.00156		0.00000
528	0.01748		0.00000
529	0.00000		0.00000
530	0.00000		0.00000
531	0.00081		0.00000
532	0.00055		0.00000
533	0.00000		0.00000
534	0.00045		0.00000
535	0.00000		0.00000
536	0.00036		0.00000
537	0.00004		0.00000
538	0.00739		0.00000
539	0.00075		0.00000
540	0.00171		0.00992
541	0.00000		0.00000
542	0.00000		0.00000
543	0.00000		0.00000
544	0.00004		0.00000
545	0.00004		0.00000
546	0.00000		0.00000
547	0.00000		0.00000
548	0.00003		0.00000
549	0.00000		0.00000
550	0.00000		0.00000
551	0.00000		0.00000
552	0.00091		0.00979
553	0.00001		0.00000
554	0.00489		0.00365
555	0.00000		0.00000
556	0.00080		0.00084
557	0.00053		0.00000
558	0.00000		0.00000
559	0.00029		0.00427
560	0.00090		0.00000
561	0.00003		0.00000
562	0.00041		0.00000
563	0.00030		0.00000
564	0.00000		0.00000
565	0.00020		0.00000
566	0.00050		0.00000
567	0.00000		0.00000
568	0.00000		0.00000
569	0.00012		0.00000
570	0.00004		0.00000
571	0.00058		0.00000
572	0.00087		0.00000
573	0.00003		0.00000
574	0.00019		0.00000
575	0.00049		0.00000
576	0.00038		0.00002
577	0.00000		0.00000
578	0.00443		0.00366
579	0.00016		0.00000
580	0.00128		0.01011
581	0.00172		0.01021
582	0.00000		0.00000
583	0.00000		0.00000
584	0.00004		0.00000
585	0.00072		0.00077
586	0.00037		0.00000
587	0.00000		0.00000
588	0.00015		0.00000
589	0.00004		0.00000
590	0.00000		0.00000
591	0.00000		0.00000
592	0.00060		0.00000
593	0.00055		0.01417
594	0.00355		0.00000
595	0.00003		0.00000
596	0.00052		0.00000
597	0.00004		0.00000
598	0.00310		0.00000
599	0.00000		0.00000
600	0.00044		0.00000
601	0.00090		0.00000
602	0.00000		0.00000
603	0.00003		0.00000
604	0.00000		0.00000
605	0.00000		0.00000
606	0.00225		0.01371
607	0.00000		0.00000
608	0.00003		0.00000
609	0.00230		0.00000
610	0.00090		0.00000
611	0.00079		0.00149
612	0.00000		0.00000
613	0.00004		0.00000
614	0.00000		0.00000
615	0.00002		0.00000
616	0.00044		0.00000
617	0.00004		0.00000
618	0.00004		0.00000
619	0.00003		0.00000
620	0.00008		0.00000
621	0.00082		0.00000
622	0.00172		0.00000
623	0.00000		0.00000
624	0.00000		0.00000
625	0.00004		0.00000
626	0.00003		0.00000
627	0.00003		0.00000
628	0.00004		0.00000
629	0.00022		0.00000
630	0.00005		0.00000
631	0.00000		0.00000
632	0.00000		0.00000
633	0.00000		0.00000
634	0.00000		0.00000
635	0.00199		0.00000
636	0.00000		0.00000
637	0.00000		0.00000
638	0.00001		0.00109
639	0.00004		0.00000
640	0.00273		0.00000
641	0.00295		0.00978
642	0.00089		0.00000
643	0.00000		0.00000
644	0.00001		0.00000
645	0.00001		0.00090
646	0.00000		0.00000
647	0.00034		0.00000
648	0.00025		0.00270
649	0.00159		0.00000
650	0.00000		0.00000
651	0.00000		0.00000
652	0.00004		0.00000
653	0.00000		0.00000
654	0.00028		0.00106
655	0.00003		0.00000
656	0.00044		0.00000
657	0.00011		0.00000
658	0.00000		0.00000
659	0.00114		0.01076
660	0.00052		0.00000
661	0.00045		0.00000
662	0.00355		0.01320
663	0.00003		0.00000
664	0.00000		0.00000
665	0.00000		0.00000
666	0.00038		0.00000
667	0.00011		0.00000
668	0.00003		0.00000
669	0.00034		0.00000
670	0.00020		0.00000
671	0.00000		0.00000
672	0.00000		0.00000
673	0.00044		0.00000
674	0.00000		0.00000
675	0.00054		0.00000
676	0.00045		0.00000
677	0.00000		0.00000
678	0.00045		0.00000
679	0.00000		0.00000
680	0.00015		0.00000
681	0.00000		0.00000
682	0.00009		0.00000
683	0.00354		0.00000
684	0.00071		0.00000
685	0.00004		0.00000
686	0.00128		0.00000
687	0.00128		0.00000
688	0.00000		0.00000
689	0.00014		0.00232
690	0.00045		0.00000
691	0.00004		0.00000
692	0.00000		0.00000
693	0.00000		0.00000
694	0.00003		0.00000
695	0.00187		0.00397
696	0.00003		0.00000
697	0.00000		0.00000
698	0.00128		0.00000
699	0.00045		0.00000
700	0.00113		0.00000
701	0.00000		0.00000
702	0.00000		0.00000
703	0.00055		0.00000
704	0.00000		0.00000
705	0.00000		0.00000
706	0.00038		0.00000
707	0.00000		0.00000
708	0.00001		0.00000
709	0.00047		0.00000
710	0.00003		0.00000
711	0.00000		0.00000
712	0.00039		0.00000
713	0.00000		0.00000
714	0.00004		0.00000
715	0.00000		0.00000
716	0.00007		0.00000
717	0.00000		0.00000
718	0.00000		0.00000
719	0.00000		0.00000
720	0.00000		0.00000
721	0.00004		0.00000
722	0.00032		0.00000
723	0.00001		0.00000
724	0.00120		0.00000
725	0.00071		0.00000
726	0.00000		0.00000
727	0.00114		0.00000
728	0.00004		0.00000
729	0.00004		0.00000
730	0.00000		0.00000
731	0.00049		0.00000
732	0.00004		0.00000
733	0.00113		0.00000
734	0.00039		0.00000
735	0.00035		0.00000
736	0.00000		0.00000
737	0.00000		0.00000
738	0.00004		0.00000
739	0.00056		0.01030
740	0.00038		0.00000
741	0.00157		0.00000
742	0.00004		0.00000
743	0.00000		0.00000
744	0.00037		0.00000
745	0.00000		0.00000
746	0.00020		0.00000
747	0.00010		0.00000
748	0.00077		0.00421
749	0.00056		0.00000
750	0.00000		0.00000
751	0.00007		0.00000
752	0.00000		0.00000
753	0.00000		0.00000
754	0.00000		0.00000
755	0.00037		0.01465
756	0.00000		0.00000
757	0.00000		0.00000
758	0.00000		0.00000
759	0.00000		0.00000
760	0.00000		0.00000
761	0.03038		0.00000
762	0.00000		0.00000
763	0.00037		0.00000
764	0.00000		0.00000
765	0.00023		0.00423
766	0.00057		0.00000
767	0.00035		0.00000
768	0.00003		0.00000
769	0.00000		0.00000
770	0.00001		0.00000
771	0.00037		0.00002
772	0.00004		0.00092
773	0.00003		0.00000
774	0.00025		0.00000
775	0.00000		0.00000
776	0.00104		0.00000
777	0.00004		0.00000
778	0.00000		0.00000
779	0.00000		0.00000
780	0.00045		0.00000
781	0.00040		0.00000
782	0.00040		0.00000
783	0.00000		0.00000
784	0.00000		0.00000
785	0.00000		0.00000
786	0.00003		0.00000
787	0.00000		0.00000
788	0.00003		0.00000
789	0.00002		0.00000
790	0.00000		0.00000
791	0.00004		0.00000
792	0.00000		0.00000
793	0.00173		0.00000
794	0.00000		0.00000
795	0.00000		0.00000
796	0.00050		0.00000
797	0.00200		0.00000
798	0.00002		0.00000
799	0.00026		0.00000
800	0.00038		0.00000
801	0.00045		0.00000
802	0.00001		0.00090
803	0.00055		0.01201
804	0.00000		0.00000
805	0.00044		0.00000
806	0.00003		0.00000
807	0.00004		0.00000
808	0.00000		0.00000
809	0.00000		0.00000
810	0.00000		0.00000
811	0.00000		0.00000
812	0.00072		0.00000
813	0.00000		0.00000
814	0.00057		0.00000
815	0.00197		0.01038
816	0.00000		0.00000
817	0.00000		0.00000
818	0.00000		0.00000
819	0.02004		0.00000
820	0.00032		0.00000
821	0.00001		0.00000
822	0.00000		0.00000
823	0.00004		0.00000
824	0.00000		0.00000
825	0.00003		0.00000
826	0.00000		0.00000
827	0.00019		0.00000
828	0.00000		0.00000
829	0.00060		0.00000
830	0.00001		0.00109
831	0.00000		0.00000
832	0.00004		0.00000
833	0.00052		0.00000
834	0.00004		0.00000
835	0.00160		0.01491
836	0.00004		0.00000
837	0.00003		0.00000
838	0.00004		0.00000
839	0.00044		0.00000
840	0.00000		0.00000
841	0.00004		0.00000
842	0.00000		0.00000
843	0.00000		0.00000
844	0.00008		0.00000
845	0.00000		0.00000
846	0.00095		0.00000
847	0.00092		0.00000
848	0.00445		0.00406
849	0.00000		0.00000
850	0.00014		0.00000
851	0.00063		0.00033
852	0.00000		0.00000
853	0.00008		0.00090
854	0.00000		0.00000
855	0.00024		0.00000
856	0.00235		0.00000
857	0.00055		0.01550
858	0.00004		0.00000
859	0.00000		0.00000
860	0.00000		0.00000
861	0.00015		0.00000
862	0.00044		0.00000
863	0.02860		0.01043
864	0.00000		0.00000
865	0.00043		0.00000
866	0.00000		0.00000
867	0.00271		0.00000
868	0.00000		0.00000
869	0.00035		0.00000
870	0.00074		0.00000
871	0.00000		0.00000
872	0.00103		0.00425
873	0.00000		0.00000
874	0.00072		0.00000
875	0.00003		0.00000
876	0.00040		0.00000
877	0.00004		0.00000
878	0.00000		0.00000
879	0.00087		0.00000
880	0.00007		0.00000
881	0.00000		0.00000
882	0.00000		0.00000
883	0.00000		0.00000
884	0.00003		0.00000
885	0.00021		0.00000
886	0.00000		0.00000
887	0.00003		0.00000
888	0.00000		0.00000
889	0.00003		0.00000
890	0.00026		0.00000
891	0.00004		0.00000
892	0.00051		0.00000
893	0.00000		0.00000
894	0.00003		0.00000
895	0.00035		0.00000
896	0.00078		0.01215
897	0.00239		0.00414
898	0.00004		0.00000
899	0.00000		0.00000
900	0.00031		0.00000
901	0.00000		0.00000
902	0.00001		0.00000
903	0.00007		0.00000
904	0.00000		0.00000
905	0.00110		0.01167
906	0.00003		0.00000
907	0.00000		0.00000
908	0.00000		0.00000
909	0.00066		0.00000
910	0.00000		0.00000
911	0.00000		0.00000
912	0.00018		0.00000
913	0.00003		0.00000
914	0.00056		0.01168
915	0.00000		0.00000
916	0.00001		0.00000
917	0.00127		0.00000
918	0.00004		0.00000
919	0.00000		0.00000
920	0.00061		0.00163
921	0.00000		0.00000
922	0.00033		0.00000
923	0.00038		0.00000
924	0.00001		0.00108
925	0.00000		0.00000
926	0.00003		0.00000
927	0.00001		0.00000
928	0.00000		0.00000
929	0.00207		0.01191
930	0.00136		0.01030
931	0.01306		0.00129
932	0.00003		0.00000
933	0.00000		0.00000
934	0.00039		0.00000
935	0.00000		0.00000
936	0.00353		0.00000
937	0.00000		0.00000
938	0.00050		0.00000
939	0.00243		0.00000
940	0.00003		0.00000
941	0.00000		0.00000
942	0.00000		0.00000
943	0.00046		0.00000
944	0.00056		0.01070
945	0.00046		0.00000
946	0.00473		0.00411
947	0.00004		0.00000
948	0.00049		0.00084
949	0.00008		0.00000
950	0.00000		0.00000
951	0.00010		0.00000
952	0.00037		0.00000
953	0.00073		0.00000
954	0.00000		0.00000
955	0.00337		0.00409
956	0.00004		0.00000
957	0.00003		0.00000
958	0.00036		0.00000
959	0.00004		0.00000
960	0.00004		0.00000
961	0.00007		0.00000
962	0.00000		0.00000
963	0.00000		0.00000
964	0.00035		0.00000
965	0.00039		0.00000
966	0.00043		0.00000
967	0.00003		0.00000
968	0.00034		0.00000
969	0.00499		0.00000
970	0.00000		0.00000
971	0.00000		0.00000
972	0.00000		0.00000
973	0.00000		0.00000
974	0.00000		0.00000
975	0.00004		0.00000
976	0.00007		0.00000
977	0.00037		0.00000
978	0.00000		0.00000
979	0.00000		0.00000
980	0.00000		0.00000
981	0.00003		0.00000
982	0.00000		0.00000
983	0.00000		0.00000
984	0.00038		0.00000
985	0.00000		0.00000
986	0.00003		0.00000
987	0.00052		0.00000
988	0.00034		0.00000
989	0.00000		0.00000
990	0.00044		0.00000
991	0.00003		0.00000
992	0.00000		0.00000
993	0.00018		0.00000
994	0.00000		0.00000
995	0.00004		0.00000
996	0.00179		0.00943
997	0.00003		0.00000
998	0.00003		0.00000
999	0.00018		0.00000
1000	0.00000		0.00000
1001	0.00017		0.00000
1002	0.00003		0.00000
1003	0.00257		0.00294
1004	0.00056		0.00000
1005	0.00004		0.00000
1006	0.00065		0.00000
1007	0.00000		0.00000
1008	0.00000		0.00000
1009	0.00046		0.00170
1010	0.00000		0.00000
1011	0.00000		0.00000
1012	0.00003		0.00000
1013	0.00004		0.00000
1014	0.00000		0.00000
1015	0.00000		0.00000
1016	0.00074		0.00000
1017	0.00147		0.00000
1018	0.00000		0.00000
1019	0.00214		0.00914
1020	0.00047		0.00000
1021	0.00491		0.00000
1022	0.00000		0.00000
1023	0.00022		0.00000
1024	0.00036		0.00000
1025	0.00027		0.00000
1026	0.00038		0.00007
1027	0.00000		0.00000
1028	0.00000		0.00000
1029	0.00034		0.00000
1030	0.00004		0.00000
1031	0.00156		0.00000
1032	0.00080		0.00000
1033	0.00076		0.00000
1034	0.00035		0.00000
1035	0.00003		0.00000
1036	0.00001		0.00000
1037	0.00146		0.00000
1038	0.00051		0.00000
1039	0.00000		0.00000
1040	0.00043		0.00000
1041	0.00000		0.00000
1042	0.00000		0.00000
1043	0.00030		0.00000
1044	0.00004		0.00000
1045	0.00000		0.00000
1046	0.00004		0.00000
1047	0.00000		0.00000
1048	0.00001		0.00000
1049	0.00095		0.00000
1050	0.00000		0.00000
1051	0.00000		0.00000
1052	0.02460		0.00023
1053	0.00038		0.00000
1054	0.00060		0.00000
1055	0.00000		0.00000
1056	0.00056		0.00000
1057	0.00046		0.00000
1058	0.00064		0.00378
1059	0.00004		0.00000
1060	0.00037		0.00000
1061	0.00003		0.00000
1062	0.00000		0.00000
1063	0.00003		0.00000
1064	0.00000		0.00000
1065	0.00004		0.00000
1066	0.00004		0.00000
1067	0.00004		0.00000
1068	0.00000		0.00000
1069	0.00000		0.00000
1070	0.00000		0.00000
1071	0.00590		0.01343
1072	0.00000		0.00000
1073	0.00012		0.00000
1074	0.00045		0.00105
1075	0.00004		0.00000
1076	0.00000		0.00000
1077	0.00000		0.00000
1078	0.00000		0.00000
1079	0.00000		0.00000
1080	0.00000		0.00000
1081	0.00020		0.00000
1082	0.00000		0.00000
1083	0.00004		0.00000
1084	0.00474		0.00398
1085	0.00003		0.00000
1086	0.00020		0.00000
1087	0.00000		0.00000
1088	0.00087		0.00000
1089	0.01153		0.00000
1090	0.00000		0.00000
1091	0.00093		0.00000
1092	0.00000		0.00000
1093	0.00170		0.00000
1094	0.00147		0.00000
1095	0.00038		0.00000
1096	0.00011		0.00000
1097	0.00016		0.00000
1098	0.00060		0.00000
1099	0.00080		0.00000
1100	0.00012		0.00000
1101	0.00000		0.00000
1102	0.00000		0.00000
1103	0.00004		0.00000
1104	0.00004		0.00000
1105	0.00003		0.00000
1106	0.00000		0.00000
1107	0.00007		0.00000
1108	0.00055		0.00000
1109	0.00001		0.00000
1110	0.00000		0.00000
1111	0.00001		0.00000
1112	0.00000		0.00000
1113	0.00620		0.00986
1114	0.00004		0.00000
1115	0.00000		0.00000
1116	0.00039		0.00000
1117	0.00004		0.00000
1118	0.00066		0.00169
1119	0.00107		0.00000
1120	0.00000		0.00000
1121	0.00285		0.00001
1122	0.00046		0.00000
1123	0.02818		0.00000
1124	0.00043		0.00000
1125	0.00003		0.00000
1126	0.00000		0.00000
1127	0.00003		0.00000
1128	0.00003		0.00000
1129	0.00039		0.00000
1130	0.00080		0.00000
1131	0.00090		0.01025
1132	0.00000		0.00000
1133	0.00003		0.00000
1134	0.00425		0.00185
1135	0.00004		0.00000
1136	0.00000		0.00000
1137	0.00004		0.00000
1138	0.00003		0.00000
1139	0.00012		0.00423
1140	0.00004		0.00000
1141	0.00000		0.00000
1142	0.00039		0.00000
1143	0.00044		0.00385
1144	0.00000		0.00000
1145	0.00591		0.00000
1146	0.00000		0.00000
1147	0.01405		0.00000
1148	0.00000		0.00000
1149	0.00162		0.00000
1150	0.00038		0.01392
